id,price
0,7.060089401687881
1,8.354624681235105
2,7.643503212513596
3,8.492009596564971
4,9.52531429423354
5,8.411217342635336
6,6.118474213505635
7,9.228798531357533
8,8.845567332324636
9,8.954693582952729
10,8.45001878342626
11,7.476516878235263
12,9.273624013625264
13,7.935752738899989
14,9.561355984828564
15,6.888324559425311
16,6.539259637051573
17,6.391600963138984
18,8.617271582411739
19,8.384148542061789
20,6.8461122926529905
21,6.348129536506749
22,9.47327785148972
23,7.366493473421133
24,9.166346318117553
25,6.661041191476835
26,7.856954993725039
27,8.120917200446172
28,6.824192687965143
29,8.913717586531652
30,8.464238507282555
31,8.506356880061617
32,9.612176310097267
33,8.440607760363841
34,7.828252827924428
35,6.3907908623911
36,8.01738246078259
37,6.544711733381365
38,8.830279066627815
39,7.180046213668641
40,6.827164471278097
41,7.847742414440665
42,9.0506626357444
43,8.298459229066154
44,6.2414926545676535
45,8.23735096293226
46,8.899509107790106
47,7.352838536768786
48,8.323493946096669
49,6.187901898643027
50,7.709884014613119
51,8.35721118706001
52,8.765960639078271
53,7.7592770920701195
54,7.935799357028566
55,8.270165316779444
56,7.937172476706336
57,9.59974852240299
58,7.782315071862745
59,7.165258514430016
60,7.569629356014607
61,7.572721882336126
62,7.503290358184963
63,8.41679503788877
64,8.231771806711556
65,8.702547136576971
66,8.507167954906539
67,6.947584991661118
68,7.578446728193646
69,6.692208681853044
70,7.877801733457527
71,7.0353597690349785
72,7.509639138209014
73,9.63944944109975
74,7.039636038859016
75,6.411162104859175
76,6.592238182618953
77,6.315914317651427
78,8.934002394927191
79,8.245505359438612
80,6.630939589053323
81,8.350309844503874
82,6.880098647433969
83,6.793598958249412
84,6.391330378457151
85,7.672748533596276
86,7.838532487626716
87,8.517220349517357
88,7.1884683539837475
89,6.231730126484628
90,7.063694529077858
91,6.802818223917428
92,6.017425024412155
93,6.513013307442557
94,6.3737012849164945
95,6.846295287922613
96,8.243308298993202
97,6.502338320961384
98,8.336422694593452
99,7.872762731689644
100,7.317957634341854
101,8.151220159973942
102,8.504594907065156
103,7.981172206961422
104,8.21225639982802
105,7.727929869611882
106,7.711832504310876
107,7.547350603071468
108,8.681224561728984
109,7.289151820282487
110,6.761740304073921
111,6.280692155185679
112,7.99736704163005
113,6.84812727135402
114,6.4906953838731205
115,6.08070801228556
116,6.116348740814378
117,8.580716816424205
118,6.342744251263614
119,6.744326813970766
120,6.746859301068019
121,9.082761326871276
122,6.489406795364166
123,9.179635265673458
124,7.845788521292921
125,8.123565686874072
126,7.409029573606947
127,8.272985966450218
128,7.011722752354881
129,6.699755999981582
130,8.402581701150531
131,7.713824292221668
132,8.31327316450621
133,8.024173000348712
134,9.716464349952224
135,6.6449162260354635
136,7.555846953213648
137,9.143723856764629
138,7.50692509673298
139,6.626414536509244
140,8.681765263375718
141,6.977269020981127
142,7.456921935893207
143,8.500373814984062
144,7.936566351132257
145,9.188400048988504
146,6.823141999499011
147,8.464504136835385
148,6.722602143691224
149,6.44730044748092
150,7.583370507922957
151,6.741387195847571
152,9.505358646005227
153,8.730175450549455
154,6.632247691042231
155,6.713997503183699
156,6.780892443238801
157,7.850683080627086
158,7.43860381728391
159,7.083585228510339
160,6.8618549221317835
161,7.531751202034359
162,8.290355644076987
163,8.75005876907104
164,6.6625054227102245
165,6.208195832334335
166,9.258032052289709
167,6.258465108886515
168,8.685469147477113
169,6.358287904836979
170,6.875451125910927
171,8.906472303626906
172,8.045376570970703
173,9.615605024922877
174,7.076570395244601
175,7.777943006079189
176,8.374531261355646
177,7.125710840737645
178,7.163647277541779
179,7.72193869973083
180,8.547166938700189
181,6.692467112154369
182,8.719616128490898
183,7.219352034758897
184,6.020846860639358
185,6.79499311283546
186,6.2371138561190245
187,6.561642091084641
188,7.543431621058764
189,6.330067869799269
190,8.447275317719289
191,8.0592937091969
192,9.465475605032735
193,6.51750910299642
194,7.624929026751028
195,7.818111670886808
196,8.325405780165045
197,8.078712134393385
198,6.510319147408788
199,7.766735389182588
200,7.987788389287584
201,7.915086437930719
202,7.083887945238001
203,6.369480926277375
204,9.615528209875482
205,8.289417228679367
206,9.725733175895394
207,9.422395781829279
208,8.466967841671504
209,7.272768203364283
210,8.73149913049451
211,7.899820199169847
212,7.393407965040377
213,8.08699600246975
214,8.142287637154665
215,6.9279505636393885
216,7.6591234776542265
217,7.111824288258735
218,6.552872301699035
219,6.7903004092686965
220,7.987148607354905
221,8.702250937487168
222,7.414070730001186
223,6.23257293467317
224,8.133146365656565
225,8.26527839932042
226,7.9641894833957245
227,8.135554583764822
228,6.939363008851896
229,8.962437495015216
230,8.279147100669142
231,8.971510449659275
232,6.565870783434617
233,6.80621951258048
234,7.719664657529446
235,8.366416750525183
236,6.6514684123646
237,6.66156548105906
238,6.627346648966498
239,9.462421164951229
240,7.583195413606166
241,6.762818771688152
242,6.435532965494625
243,7.855211139975521
244,8.321657765535026
245,7.575526271142633
246,7.910355618082718
247,7.862663084652947
248,7.9326072049062075
249,6.745881870085227
250,6.888496658654932
251,7.269017976770394
252,7.7651723578090115
253,6.638061341644898
254,8.346074210423994
255,6.186990149020426
256,9.023575526670049
257,7.840657937175143
258,6.654610003978895
259,6.616021728808851
260,7.300315878102679
261,6.847288916911282
262,9.443928655653167
263,9.514646840957578
264,8.313239605480414
265,9.624919424496067
266,8.212396123344599
267,7.383385248806086
268,8.838128264485514
269,9.338601623961566
270,6.434543502802434
271,8.791987349683437
272,6.574677433233435
273,8.187600716288028
274,7.5269654527490015
275,8.4748523407594
276,8.533403927380409
277,6.637794665201881
278,7.927366182332246
279,7.690148949741851
280,7.4242162227926
281,6.788344351670861
282,7.578514920742248
283,8.97474250510951
284,6.196799443524476
285,8.595364322020002
286,7.806714335358688
287,8.43325756877359
288,8.768874591320117
289,7.890651860783188
290,7.430327022848231
291,7.674255274488286
292,7.721198628387673
293,6.878390321986969
294,6.134434858422135
295,8.780592788873296
296,6.868159696727989
297,6.202245236462489
298,6.962210875391903
299,7.45250672996448
300,7.721974764481182
301,7.368126514886154
302,8.495459851759852
303,9.04839001149644
304,7.4417125198411505
305,9.644158735301199
306,8.657890899686876
307,8.671204285214786
308,7.403305937385921
309,6.611287860057946
310,7.263067483613765
311,9.697308245211536
312,7.491498196475326
313,8.40021751859295
314,8.721004914829718
315,6.559224225408391
316,6.3064005389610385
317,6.643102605433383
318,8.103947572717441
319,9.473423594221087
320,8.5684012260101
321,7.454572675726854
322,7.607623907768961
323,7.877775323398688
324,6.29566280772038
325,8.563853938199822
326,7.919248589596719
327,9.34454619133864
328,7.004012622506091
329,6.665587975689881
330,9.118148456069171
331,8.441536967950082
332,7.170956473213641
333,8.121073588891583
334,9.5274419361468
335,8.285613046510402
336,8.448732996846665
337,7.917934926212097
338,9.192905037106684
339,8.394833079608423
340,9.145483686594538
341,6.180741254816516
342,6.632007696861851
343,9.554397339721469
344,6.850151017459588
345,8.012759625833974
346,6.423427905623615
347,7.393253694915818
348,7.270319563052619
349,6.587398917693418
350,7.505313624815335
351,8.880526013511979
352,8.12029342128325
353,8.769437244404942
354,9.404587966153624
355,8.536573760281385
356,8.138068266108128
357,8.545944477106925
358,8.980204643443473
359,7.712565925357344
360,6.796053304339971
361,9.526491011245612
362,8.080518861026048
363,9.009958925855514
364,9.697585951279423
365,8.517338069325948
366,9.338855871035246
367,7.55257163333626
368,6.494343065034807
369,7.324824046576677
370,6.926129150064513
371,6.538266030386281
372,6.49137215123683
373,6.89093636171866
374,7.870484657444446
375,6.510140835202427
376,8.050504253406954
377,7.6501963388547845
378,8.321024729755912
379,6.818700398700231
380,7.296475638361641
381,9.006676610262334
382,7.846721858735254
383,8.412960188372551
384,9.736077424353427
385,7.674962549162717
386,7.832554892264458
387,6.589164463840493
388,7.872104949628318
389,6.322631806504692
390,8.028835032911529
391,8.933747606843264
392,6.514992612740653
393,6.657177480785556
394,6.424297417699191
395,7.993920628096861
396,7.666316260988998
397,8.791523968938428
398,9.546275859196356
399,7.835237668630864
400,6.769838155016205
401,7.870742903523581
402,7.247619213412404
403,8.454884439923362
404,7.851780672894455
405,8.209084957810393
406,9.060961838963124
407,8.217417072414516
408,6.57033838830614
409,8.0250446217227
410,8.133688783566546
411,6.140799722596032
412,6.081253121669387
413,8.35184894183648
414,6.4525622762409895
415,8.595856232621081
416,9.641085219137159
417,9.574042721200561
418,8.191481713322792
419,7.166010866096096
420,6.595050898834177
421,6.811066993147144
422,7.505758196000742
423,7.243965578570474
424,9.242951818659458
425,9.426535214048421
426,6.684990902906455
427,6.679004089482593
428,9.693443965798522
429,7.9824623909701415
430,8.422921558206022
431,6.817161261709173
432,8.829205767867194
433,7.646660432801099
434,7.557051034837712
435,7.4058385986791
436,7.207655708526379
437,6.809142473577557
438,6.945157106948611
439,6.760348885283587
440,9.774970481090117
441,8.076608023501565
442,6.442236292033591
443,6.617125985864618
444,6.725339370708906
445,7.758909387236164
446,7.1110331924434025
447,7.4248811033815905
448,8.567135789517229
449,8.532387607572781
450,6.786757573705819
451,8.573296403762907
452,9.05471239694432
453,7.635404361579452
454,6.693000094690579
455,8.877554909229662
456,8.437866893504811
457,8.519249800788321
458,6.629184089128745
459,6.8920306113982495
