id,price
0,7.066772988095233
1,8.346247188492065
2,7.6620429047619085
3,8.508439017857148
4,9.534818714285711
5,8.412642456349207
6,6.1237052698412695
7,9.269328138888891
8,8.854754085317461
9,8.954497244047625
10,8.448047442460318
11,7.487844136904767
12,9.320938007936512
13,7.943268853174605
14,9.60571398809524
15,6.886608541666668
16,6.599634845238103
17,6.379296547619049
18,8.61321861904762
19,8.391669190476192
20,6.822658995129868
21,6.260309755952387
22,9.473671505952382
23,7.370904000000007
24,9.13706989285714
25,6.47940121031746
26,7.8568993749999985
27,8.17884646969698
28,6.619127339285711
29,8.917545125000002
30,8.478325041666666
31,8.437256398809515
32,9.622759482142854
33,8.453259761904759
34,7.867638916666668
35,6.387125708333336
36,7.976140130952387
37,6.580490666666662
38,8.833272648809526
39,7.163008880952376
40,6.75242317261905
41,7.855611202380949
42,9.070801464285712
43,8.296974523809522
44,6.189367202380953
45,8.234013821428567
46,8.903023369047618
47,7.3611702159090875
48,8.343605054112551
49,6.203087611111114
50,7.725597599206349
51,8.307364583333337
52,8.688624924603173
53,7.733492549603179
54,7.954676095238094
55,8.283790446428574
56,7.985128404761903
57,9.525631291666663
58,7.791779845238092
59,7.16460548809524
60,7.5352753313492
61,7.5861320714285725
62,7.49170653787879
63,8.419713327380954
64,8.204570182539687
65,8.687291267857137
66,8.514304815476189
67,6.94313543253968
68,7.6043794107142855
69,6.8160555833333225
70,7.884748706349203
71,7.000933351190477
72,7.531708005952376
73,9.632513005952381
74,7.049535571428571
75,6.4220061607142895
76,6.62341372619048
77,6.288862744047618
78,8.93127208928572
79,8.345845162698414
80,6.6413394880952366
81,8.343851678571426
82,6.906353809523811
83,6.841416140873017
84,6.368833355158739
85,7.633828646825395
86,7.845404047619046
87,8.532919797619048
88,7.180223047619043
89,6.265977113095237
90,7.092188952380948
91,6.819674964285716
92,5.937230297619051
93,6.526507229437222
94,6.341464611111106
95,6.862951966450221
96,8.269268374999996
97,6.540864797619044
98,8.340989087301582
99,7.852346946428566
100,7.414134130952382
101,8.148584281746034
102,8.51859016269841
103,7.890520916666665
104,8.283423053571436
105,7.762652423160173
106,7.717405809523813
107,7.526431267857145
108,8.66362690079365
109,7.342618619047622
110,6.819976194444445
111,6.189816410714285
112,7.989237273809518
113,6.85514497619049
114,6.426312666666672
115,6.164731101010107
116,6.113199685606059
117,8.552686404761898
118,6.323660896825399
119,6.868652297619051
120,6.696334220238097
121,9.052072498376623
122,6.549878166666666
123,9.189201416666666
124,7.88163004166667
125,8.139758386904765
126,7.399916821428571
127,8.2628821547619
128,6.999113196428568
129,6.68489176190476
130,8.406624688492066
131,7.5198572499999985
132,8.303569416666667
133,8.085442859126982
134,9.72416791468254
135,6.610900980158729
136,7.542481749999994
137,9.139028853174601
138,7.510313290223666
139,6.621001027777777
140,8.69168239880952
141,6.97295489285714
142,7.434524797619055
143,8.513521851190479
144,7.919055303571424
145,9.218643406746029
146,6.843136446428573
147,8.419781482142858
148,6.932131994047619
149,6.409269249999994
150,7.620023789682538
151,6.684747482142867
152,9.466668726190479
153,8.710164386904765
154,6.646292363095241
155,6.660691190476188
156,6.751676626984131
157,7.813298071428571
158,7.415925440476189
159,7.052815220238095
160,6.850667547619045
161,7.530154199134205
162,8.29319398809524
163,8.790073432539678
164,6.66676402380952
165,6.189260261904753
166,9.252447827380944
167,6.2300749325396865
168,8.680613337301585
169,6.302822749999998
170,6.885920404761919
171,8.897048047619045
172,8.096041019841273
173,9.595747916666669
174,7.087458306998563
175,7.810097130952383
176,8.337239944444446
177,7.118117702380953
178,7.134637053571431
179,7.77201795833333
180,8.579249706349204
181,6.6780693333333465
182,8.705158095238092
183,7.241890992063488
184,6.233562769480516
185,6.81776116666667
186,6.297184500000001
187,6.491285148809533
188,7.52059085119048
189,6.308374535714283
190,8.444754916666668
191,8.028036363095236
192,9.484811749999995
193,6.522494821428576
194,7.636333059523809
195,7.848167976190483
196,8.33267804761905
197,8.061854982142862
198,6.486056250000013
199,7.771786974206346
200,8.002581690476195
201,7.952308486111111
202,7.095195845238091
203,6.395641642857146
204,9.612668416666667
205,8.27317201190476
206,9.698300781385278
207,9.459356700396821
208,8.483543751984133
209,7.26164295887446
210,8.723718214285716
211,7.895769494047617
212,7.381902607142856
213,8.076242626984127
214,8.115066176587304
215,6.940605172619046
216,7.685997494047621
217,7.080712446428565
218,6.5557271547619
219,6.77030463095238
220,7.952554386904769
221,8.64131621428571
222,7.420573119047614
223,6.226253255952384
224,8.152669158730161
225,8.24254841432179
226,7.963932111111109
227,8.209664535714277
228,6.946322025793649
229,9.015967339285712
230,8.287690541666661
231,8.966417619047615
232,6.579373615079354
233,6.837897573412707
234,7.751513968253971
235,8.360916916666673
236,6.595923940476192
237,6.679687261904779
238,6.647064630952374
239,9.512375285714286
240,7.569044851190473
241,6.746951386113888
242,6.45693971428571
243,7.8722694345238065
244,8.287082047619048
245,7.562141470238094
246,7.897043650793648
247,7.8649740436508
248,7.9471747638888885
249,6.750170480158732
250,6.813960369047623
251,7.23789196428571
252,7.764889077380954
253,6.515864749999987
254,8.362626622835501
255,6.208362226190473
256,8.935436781746034
257,7.823791771825397
258,6.703962321428568
259,6.576238388888889
260,7.269689672619048
261,6.850048418650795
262,9.48647079166666
263,9.481149160714281
264,8.294929259920632
265,9.635793111111104
266,8.252385664682542
267,7.380355114718616
268,8.845910246031739
269,9.326232577380948
270,6.384846749999989
271,8.71716994047619
272,6.657657047619044
273,8.209605168650791
274,7.571132281746028
275,8.477832174603178
276,8.55240627380952
277,6.550205365079365
278,7.952098267857142
279,7.687400494047614
280,7.45692518650794
281,6.809290192460319
282,7.5794945784632
283,8.978081789682545
284,6.1935437480158795
285,8.58600641071428
286,7.768848238095234
287,8.465617726190466
288,8.774526437770557
289,7.926240847222217
290,7.410059619047619
291,7.6915091309523795
292,7.747325041666671
293,6.956227797619047
294,6.134339410714285
295,8.803711065476188
296,6.871618833333333
297,6.320070318181823
298,6.9927984404762
299,7.433399208333334
300,7.737628095238099
301,7.402943624999995
302,8.490888932539676
303,9.072730234126986
304,7.4249185
305,9.62704551388889
306,8.688715680555552
307,8.69554090277778
308,7.402752944444447
309,6.484410023809525
310,7.155040121031747
311,9.756547422619043
312,7.494450160714284
313,8.36096814087302
314,8.820887238095237
315,6.551972107142856
316,6.294278009740257
317,6.556013466269844
318,8.059653149350646
319,9.491256206349206
320,8.559140761904755
321,7.462488813492065
322,7.679638964285715
323,7.8574874540043345
324,6.285051130952383
325,8.57659929166667
326,7.970112327380953
327,9.381508134920633
328,7.016424357142849
329,6.53542057936508
330,9.132844472222228
331,8.449649702380947
332,7.1678824325396855
333,8.140409113095235
334,9.579365654761903
335,8.245824071428567
336,8.465854023809522
337,7.926308682539685
338,9.123074638888887
339,8.400234408730162
340,9.152247293650793
341,6.215240849206347
342,6.666922196428568
343,9.541060630411256
344,6.811813398809527
345,8.011902218253972
346,6.414627470238087
347,7.384372111111112
348,7.468279363095238
349,6.54534633333333
350,7.450363821428572
351,8.890488875
352,8.091581662698422
353,8.734541440476189
354,9.401615226190476
355,8.495667724206344
356,8.141542886904766
357,8.548159523088023
358,8.93756563095238
359,7.734409190476188
360,6.7621254761904765
361,9.53343013852814
362,8.13748065476191
363,9.037143386904766
364,9.686461261904757
365,8.530708073412699
366,9.30004120039683
367,7.543390523809526
368,6.550448803571424
369,7.366538291666668
370,6.935615500000012
371,6.537587827380953
372,6.469928821428584
373,6.916899027777776
374,7.8128094226190505
375,6.594747029761911
376,8.06695370634921
377,7.710392601190477
378,8.327540910714287
379,6.85422377272727
380,7.323255013888894
381,9.037014339285712
382,7.838270136904762
383,8.406431069444439
384,9.726444640873009
385,7.6461445238095225
386,7.842067182539691
387,6.499110861111107
388,7.883118765234766
389,6.319909287698415
390,8.024964353174608
391,8.974658690476183
392,6.565928708333332
393,6.684923789682537
394,6.392697261904763
395,7.981720119047617
396,7.6749985198412745
397,8.80520779761905
398,9.566066052489182
399,7.833573172619047
400,6.86866402380953
401,7.834828803571429
402,7.237261904761907
403,8.458236867063492
404,7.84606624603175
405,8.220407507936512
406,9.047080969877346
407,8.240455999999993
408,6.57271017857143
409,8.044394551587303
410,8.14885448538961
411,6.10031917857143
412,6.065800476190479
413,8.346161035714287
414,6.416535958333339
415,8.597478307539681
416,9.71183429166666
417,9.602849466269847
418,8.18211308333333
419,7.1543930972222265
420,6.5582175615079334
421,6.8878639404761985
422,7.511443488095238
423,7.169173910714283
424,9.210988015873015
425,9.39508896428571
426,6.58399947619048
427,6.698820000000017
428,9.679629500000006
429,7.9843217658730135
430,8.428604853174605
431,6.7595829285714295
432,8.832483519841267
433,7.653876827380954
434,7.547967761904759
435,7.412282898809525
436,7.233416849206351
437,6.7966173849206335
438,6.9707602916666715
439,6.709043595238099
440,9.786067023809524
441,8.03969541269842
442,6.373321039682541
443,6.590581630952386
444,6.8859428452381
445,7.724663351190469
446,7.105886678571422
447,7.4316920119047545
448,8.576262452380952
449,8.523673146825393
450,6.7790790357142825
451,8.571431417568547
452,9.040139587301592
453,7.673793936507935
454,6.577754130952371
455,8.957431021825396
456,8.448460107142854
457,8.53715034920635
458,6.813037656746023
459,6.913298553571431
460,7.629031775793653
461,8.2918534702381
462,9.37451227182539
463,8.488983005952385
464,6.967166184523807
465,8.497707660714292
466,7.095854954365085
467,7.885286924603175
468,6.659648470238091
469,9.25763786309524
470,8.763499333333336
471,8.637626761904762
472,7.588857373015869
473,7.468688488095234
